Time,Latitude,Longitude,Altitude,MPH,Heading,Accel_X,Accel_Y,Yaw Rate,GPS_Update,Accuracy
55.1,32.9856868,-89.7901215,10.00,26.844,177.201,0.00000,-0.48946,22.918,1,3.0
55.2,32.9856760,-89.7901206,10.00,26.844,174.909,0.00000,-0.48946,22.918,1,3.0
55.3,32.9856653,-89.7901192,10.00,26.844,172.617,0.00000,-0.48946,22.918,1,3.0
55.4,32.9856546,-89.7901173,10.00,26.844,170.326,0.00000,-0.48946,22.918,1,3.0
55.5,32.9856440,-89.7901149,10.00,26.844,168.034,-0.00000,-0.48946,22.918,1,3.0
55.6,32.9856335,-89.7901120,10.00,26.844,165.742,0.00000,-0.48946,22.918,1,3.0
55.7,32.9856231,-89.7901086,10.00,26.844,163.450,-0.00000,-0.48946,22.918,1,3.0
55.8,32.9856128,-89.7901046,10.00,26.844,161.158,0.00000,-0.48946,22.918,1,3.0
55.9,32.9856027,-89.7901002,10.00,26.844,158.866,0.00000,-0.48946,22.918,1,3.0
56.0,32.9855927,-89.7900954,10.00,26.844,156.575,0.00000,-0.48946,22.918,1,3.0
56.1,32.9855828,-89.7900900,10.00,26.844,154.283,-0.00000,-0.48946,22.918,1,3.0
56.2,32.9855732,-89.7900842,10.00,26.844,151.991,-0.00000,-0.48946,22.918,1,3.0
56.3,32.9855638,-89.7900779,10.00,26.844,149.699,0.00000,-0.48946,22.918,1,3.0
56.4,32.9855546,-89.7900712,10.00,26.844,147.407,0.00000,-0.48946,22.918,1,3.0
56.5,32.9855456,-89.7900640,10.00,26.844,145.115,0.00000,-0.48946,22.918,1,3.0
56.6,32.9855368,-89.7900565,10.00,26.844,142.824,0.00000,-0.48946,22.918,1,3.0
56.7,32.9855284,-89.7900485,10.00,26.844,140.532,0.00000,-0.48946,22.918,1,3.0
56.8,32.9855202,-89.7900401,10.00,26.844,138.240,-0.00000,-0.48946,22.918,1,3.0
56.9,32.9855123,-89.7900313,10.00,26.844,135.948,-0.00000,-0.48946,22.918,1,3.0
57.0,32.9855047,-89.7900222,10.00,26.844,133.656,0.00000,-0.48946,22.918,1,3.0
57.1,32.9854974,-89.7900127,10.00,26.844,131.364,-0.00000,-0.48946,22.918,1,3.0
57.2,32.9854904,-89.7900029,10.00,26.844,129.073,0.00000,-0.48946,22.918,1,3.0
57.3,32.9854837,-89.7899927,10.00,26.844,126.781,0.00000,-0.48946,22.918,1,3.0
57.4,32.9854775,-89.7899823,10.00,26.844,124.489,0.00000,-0.48946,22.918,1,3.0
57.5,32.9854715,-89.7899715,10.00,26.844,122.197,-0.00000,-0.48946,22.918,1,3.0
57.6,32.9854659,-89.7899605,10.00,26.844,119.905,0.00000,-0.48946,22.918,1,3.0
57.7,32.9854608,-89.7899492,10.00,26.844,117.613,0.00000,-0.48946,22.918,1,3.0
57.8,32.9854559,-89.7899377,10.00,26.844,115.322,-0.00000,-0.48946,22.918,1,3.0
57.9,32.9854515,-89.7899259,10.00,26.844,113.030,-0.00000,-0.48946,22.918,1,3.0
58.0,32.9854475,-89.7899140,10.00,26.844,110.738,0.00000,-0.48946,22.918,1,3.0
58.1,32.9854439,-89.7899018,10.00,26.844,108.446,-0.00000,-0.48946,22.918,1,3.0
58.2,32.9854407,-89.7898896,10.00,26.844,106.154,-0.00000,-0.48946,22.918,1,3.0
58.3,32.9854379,-89.7898771,10.00,26.844,103.862,0.00000,-0.48946,22.918,1,3.0
58.4,32.9854355,-89.7898646,10.00,26.844,101.571,0.00000,-0.48946,22.918,1,3.0
58.5,32.9854335,-89.7898519,10.00,26.844,99.279,-0.00000,-0.48946,22.918,1,3.0
58.6,32.9854320,-89.7898392,10.00,26.844,96.987,0.00000,-0.48946,22.918,1,3.0
58.7,32.9854309,-89.7898263,10.00,26.844,94.695,0.00000,-0.48946,22.918,1,3.0
58.8,32.9854302,-89.7898135,10.00,26.844,92.403,-0.00000,-0.48946,22.918,1,3.0
58.9,32.9854300,-89.7898006,10.00,26.844,90.111,-0.00000,-0.48946,22.918,1,3.0
59.0,32.9854302,-89.7897878,10.00,26.844,87.820,0.00000,-0.48946,22.918,1,3.0
59.1,32.9854308,-89.7897749,10.00,26.844,85.528,-0.00000,-0.48946,22.918,1,3.0
59.2,32.9854319,-89.7897621,10.00,26.844,83.236,-0.00000,-0.48946,22.918,1,3.0
59.3,32.9854334,-89.7897493,10.00,26.844,80.944,0.00000,-0.48946,22.918,1,3.0
59.4,32.9854353,-89.7897367,10.00,26.844,78.652,0.00000,-0.48946,22.918,1,3.0
59.5,32.9854376,-89.7897241,10.00,26.844,76.360,-0.00000,-0.48946,22.918,1,3.0
59.6,32.9854404,-89.7897116,10.00,26.844,74.069,-0.00000,-0.48946,22.918,1,3.0
59.7,32.9854435,-89.7896993,10.00,26.844,71.777,-0.00000,-0.48946,22.918,1,3.0
59.8,32.9854471,-89.7896872,10.00,26.844,69.485,0.00000,-0.48946,22.918,1,3.0
59.9,32.9854511,-89.7896752,10.00,26.844,67.193,-0.00000,-0.48946,22.918,1,3.0
60.0,32.9854555,-89.7896635,10.00,26.844,64.901,0.00000,-0.48946,22.918,1,3.0
